"","X_id","dataCollectionDate","beachName","windSpeed","windDirection","airTemp","rain","rainAmount","waterTemp","waterFowl","waveAction","waterClarity","turbidity"
"1638",1638,"2009-08-15","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1639",1639,"2009-08-16","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1640",1640,"2009-08-17","Gibraltar Point Beach",NA,"N",31,"No",NA,22.8,20,"LOW","clear",NA
"1641",1641,"2009-08-18","Gibraltar Point Beach",NA,"None",NA,"Yes",1,25,NA,"MOD","None",NA
"1642",1642,"2009-08-19","Gibraltar Point Beach",NA,"NW",25,"Yes",NA,22.5,NA,"MOD","cloudy",NA
"1643",1643,"2009-08-20","Gibraltar Point Beach",NA,"S",22,"No",29,21.6,NA,"MOD","clear",NA
"1644",1644,"2009-08-21","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1645",1645,"2009-08-22","Gibraltar Point Beach",NA,"NW",24,"Yes",NA,19.4,12,"LOW","murky",NA
"1646",1646,"2009-08-23","Gibraltar Point Beach",NA,"S",22,"No",NA,19.9,25,"MOD","colourless, clear",NA
"1647",1647,"2009-08-24","Gibraltar Point Beach",NA,"NW",24,"No",NA,20.4,NA,"LOW","clear",NA
"1648",1648,"2009-08-25","Gibraltar Point Beach",NA,"SE",19,"No",NA,17.7,5,"HIGH","murky",NA
"1649",1649,"2009-08-26","Gibraltar Point Beach",NA,"NW",18,"No",7,20.7,10,"LOW","slightly murky green",NA
"1650",1650,"2009-08-27","Gibraltar Point Beach",NA,"SE",20,"No",0,NA,NA,"None","None",NA
"1651",1651,"2009-08-28","Gibraltar Point Beach",NA,"None",NA,"N/A",12,NA,NA,"None","None",NA
"1652",1652,"2009-08-29","Gibraltar Point Beach",NA,"SW",20,"Yes",19,19.3,12,"MOD","cloudy",NA
"1653",1653,"2009-08-30","Gibraltar Point Beach",NA,"SW",18,"No",NA,19.1,2,"HIGH","clear",NA
"1654",1654,"2009-08-31","Gibraltar Point Beach",NA,"N",18,"No",0,18.6,NA,"LOW","clear",NA
"1655",1655,"2009-09-01","Gibraltar Point Beach",NA,"NW",22,"No",NA,18.6,2,"LOW","clear",NA
"1656",1656,"2009-09-02","Gibraltar Point Beach",NA,"NW",23,"No",NA,18.8,25,"LOW","clear, blue/ green",NA
"1657",1657,"2009-09-03","Gibraltar Point Beach",NA,"NW",24,"No",NA,NA,NA,"None","None",NA
"1658",1658,"2009-09-04","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1659",1659,"2009-09-05","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1660",1660,"2009-09-06","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1661",1661,"2009-09-07","Gibraltar Point Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1662",1662,"2009-05-24","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1663",1663,"2009-05-25","Centre Island Beach",NA,"NW",NA,"N/A",NA,12.3,25,"MOD","Clear geen, algae",NA
"1664",1664,"2009-05-26","Centre Island Beach",24,"E",13,"No",0,NA,NA,"None","None",NA
"1665",1665,"2009-05-27","Centre Island Beach",NA,"NE",17,"Yes",12,9,25,"LOW","Clear-murky",NA
"1666",1666,"2009-05-28","Centre Island Beach",NA,"E",17,"Yes",14,NA,NA,"None","None",NA
"1667",1667,"2009-05-29","Centre Island Beach",NA,"W",18,"Yes",3,NA,NA,"None","None",NA
"1668",1668,"2009-05-30","Centre Island Beach",NA,"SW",17,"Yes",2,10.1,55,"LOW","Clear",NA
"1669",1669,"2009-05-31","Centre Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1670",1670,"2009-06-01","Centre Island Beach",NA,"E",14,"Yes",NA,10.3,30,"LOW","Clear green/brown",NA
"1671",1671,"2009-06-02","Centre Island Beach",NA,"N",21,"Yes",NA,11.3,38,"LOW","Clear",NA
"1672",1672,"2009-06-03","Centre Island Beach",NA,"N",12,"No",NA,11.4,75,"LOW","Clear",NA
"1673",1673,"2009-06-04","Centre Island Beach",NA,"W",16,"No",NA,11.8,NA,"LOW","Clear",NA
"1674",1674,"2009-06-05","Centre Island Beach",NA,"E",22,"No",NA,13.5,NA,"LOW","Clear",NA
"1675",1675,"2009-06-06","Centre Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1676",1676,"2009-06-07","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1677",1677,"2009-06-08","Centre Island Beach",NA,"E",15,"Yes",10,12.9,24,"MOD","brown, cloudy",NA
"1678",1678,"2009-06-09","Centre Island Beach",NA,"SW",16,"Yes",0,12.8,100,"MOD","Clear",NA
"1679",1679,"2009-06-10","Centre Island Beach",NA,"NW",14,"No",NA,12,NA,"LOW","Clear and calm",NA
"1680",1680,"2009-06-11","Centre Island Beach",NA,"N",14,"No",6,14.1,5,"LOW","clean, clear, floating algae outside breakwall",NA
"1681",1681,"2009-06-12","Centre Island Beach",NA,"N",14,"N/A",3,15,42,"LOW","Clear, clean, 10E +11E cloudy",NA
"1682",1682,"2009-06-13","Centre Island Beach",NA,"NW",16,"No",0,13.9,NA,"LOW","Clear",NA
"1683",1683,"2009-06-14","Centre Island Beach",NA,"NW",25,"No",NA,15,150,"LOW","Clear and green algae",NA
"1684",1684,"2009-06-15","Centre Island Beach",5,"E",24,"Yes",0,17.3,10,"LOW","Clear",NA
"1685",1685,"2009-06-16","Centre Island Beach",NA,"NE",18,"No",NA,17,NA,"MOD","Clear",NA
"1686",1686,"2009-06-17","Centre Island Beach",NA,"SE",14,"No",9,15.6,60,"HIGH","cloudy light green",NA
"1687",1687,"2009-06-18","Centre Island Beach",NA,"None",NA,"N/A",1,NA,NA,"None","None",NA
"1688",1688,"2009-06-19","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1689",1689,"2009-06-20","Centre Island Beach",NA,"None",NA,"N/A",15,NA,NA,"None","None",NA
"1690",1690,"2009-06-21","Centre Island Beach",NA,"NW",14,"Yes",1,15.1,30,"LOW","cloudy green/ brown",NA
"1691",1691,"2009-06-22","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1692",1692,"2009-06-23","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1693",1693,"2009-06-24","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1694",1694,"2009-06-25","Centre Island Beach",NA,"None",NA,"N/A",26,NA,NA,"None","None",NA
"1695",1695,"2009-06-26","Centre Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1696",1696,"2009-06-27","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1697",1697,"2009-06-28","Centre Island Beach",NA,"None",NA,"N/A",4,NA,NA,"None","None",NA
"1698",1698,"2009-06-29","Centre Island Beach",NA,"None",NA,"N/A",12,NA,NA,"None","None",NA
"1699",1699,"2009-06-30","Centre Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1700",1700,"2009-07-01","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1701",1701,"2009-07-02","Centre Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1702",1702,"2009-07-03","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1703",1703,"2009-07-04","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1704",1704,"2009-07-05","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1705",1705,"2009-07-06","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1706",1706,"2009-07-07","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1707",1707,"2009-07-08","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1708",1708,"2009-07-09","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1709",1709,"2009-07-10","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1710",1710,"2009-07-11","Centre Island Beach",NA,"None",NA,"N/A",12,NA,NA,"None","None",NA
"1711",1711,"2009-07-12","Centre Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1712",1712,"2009-07-13","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1713",1713,"2009-07-14","Centre Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1714",1714,"2009-07-15","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1715",1715,"2009-07-16","Centre Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1716",1716,"2009-07-17","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1717",1717,"2009-07-18","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1718",1718,"2009-07-19","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1719",1719,"2009-07-20","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1720",1720,"2009-07-21","Centre Island Beach",NA,"None",NA,"N/A",4,NA,NA,"None","None",NA
"1721",1721,"2009-07-22","Centre Island Beach",NA,"None",NA,"N/A",5,NA,NA,"None","None",NA
"1722",1722,"2009-07-23","Centre Island Beach",NA,"None",NA,"N/A",26,NA,NA,"None","None",NA
"1723",1723,"2009-07-24","Centre Island Beach",NA,"None",NA,"N/A",8,NA,NA,"None","None",NA
"1724",1724,"2009-07-25","Centre Island Beach",NA,"None",NA,"N/A",38,NA,NA,"None","None",NA
"1725",1725,"2009-07-26","Centre Island Beach",NA,"None",NA,"N/A",9,NA,NA,"None","None",NA
"1726",1726,"2009-07-27","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1727",1727,"2009-07-28","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1728",1728,"2009-07-29","Centre Island Beach",NA,"None",17,"Yes",NA,NA,NA,"None","None",NA
"1729",1729,"2009-07-30","Centre Island Beach",NA,"None",23,"N/A",NA,NA,NA,"None","None",NA
"1730",1730,"2009-07-31","Centre Island Beach",NA,"SW",25,"Yes",NA,NA,20,"LOW","Clear",NA
"1731",1731,"2009-08-01","Centre Island Beach",NA,"None",NA,"N/A",1,NA,NA,"None","None",NA
"1732",1732,"2009-08-02","Centre Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1733",1733,"2009-08-03","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1734",1734,"2009-08-04","Centre Island Beach",NA,"S",24,"No",34,19,200,"MOD","Murky",NA
"1735",1735,"2009-08-05","Centre Island Beach",NA,"None",23,"Yes",0,18,15,"MOD","brown, Murky",NA
"1736",1736,"2009-08-06","Centre Island Beach",NA,"W",25,"Yes",NA,19,NA,"LOW","Murky",NA
"1737",1737,"2009-08-07","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1738",1738,"2009-08-08","Centre Island Beach",NA,"E",24,"No",2,63.3,60,"NONE","clear slight green",NA
"1739",1739,"2009-08-09","Centre Island Beach",NA,"SW",20,"Yes",23,17.5,280,"NONE","very clear with debris floaring",NA
"1740",1740,"2009-08-10","Centre Island Beach",NA,"None",22,"Yes",1,15.7,65,"MOD","cloudy green",NA
"1741",1741,"2009-08-11","Centre Island Beach",NA,"E",26,"Yes",12,19,85,"LOW","clear, colourless",NA
"1742",1742,"2009-08-12","Centre Island Beach",NA,"None",25,"Yes",NA,NA,NA,"None","None",NA
"1743",1743,"2009-08-13","Centre Island Beach",NA,"SW",28,"No",NA,20.6,100,"LOW","clear colourless light feather debris @ 10 and 11",NA
"1744",1744,"2009-08-14","Centre Island Beach",NA,"SW",36,"No",NA,22.2,50,"LOW","clear",NA
"1745",1745,"2009-08-15","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1746",1746,"2009-08-16","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1747",1747,"2009-08-17","Centre Island Beach",NA,"N",31,"No",NA,23.9,15,"MOD","clear",NA
"1748",1748,"2009-08-18","Centre Island Beach",NA,"None",NA,"Yes",1,25,NA,"MOD","murky",NA
"1749",1749,"2009-08-19","Centre Island Beach",NA,"NW",25,"Yes",NA,22.7,100,"MOD","Clear",NA
"1750",1750,"2009-08-20","Centre Island Beach",NA,"S",22,"No",29,22.1,75,"LOW","clear",NA
"1751",1751,"2009-08-21","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1752",1752,"2009-08-22","Centre Island Beach",NA,"NW",24,"Yes",NA,20.1,60,"LOW","murky",NA
"1753",1753,"2009-08-23","Centre Island Beach",NA,"S",22,"No",NA,20.4,20,"MOD","colourless, clear",NA
"1754",1754,"2009-08-24","Centre Island Beach",NA,"NW",24,"No",NA,20.7,200,"LOW","clear",NA
"1755",1755,"2009-08-25","Centre Island Beach",NA,"SE",19,"No",NA,18.1,30,"HIGH","murky",NA
"1756",1756,"2009-08-26","Centre Island Beach",NA,"NW",18,"No",7,20.6,85,"LOW","murky green",NA
"1757",1757,"2009-08-27","Centre Island Beach",NA,"SE",20,"No",0,NA,NA,"None","None",NA
"1758",1758,"2009-08-28","Centre Island Beach",NA,"None",NA,"N/A",12,NA,NA,"None","None",NA
"1759",1759,"2009-08-29","Centre Island Beach",NA,"SW",20,"Yes",19,19.2,160,"HIGH","white murky",NA
"1760",1760,"2009-08-30","Centre Island Beach",NA,"SW",18,"No",NA,18.8,300,"MOD","clear",NA
"1761",1761,"2009-08-31","Centre Island Beach",NA,"N",18,"No",0,18.7,90,"LOW","clear",NA
"1762",1762,"2009-09-01","Centre Island Beach",NA,"NW",22,"No",NA,18.7,25,"LOW","clear",NA
"1763",1763,"2009-09-02","Centre Island Beach",NA,"NW",23,"No",NA,19.3,25,"LOW","clear, blue/ green",NA
"1764",1764,"2009-09-03","Centre Island Beach",NA,"NW",24,"No",NA,NA,NA,"None","None",NA
"1765",1765,"2009-09-04","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1766",1766,"2009-09-05","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1767",1767,"2009-09-06","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1768",1768,"2009-09-07","Centre Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1769",1769,"2009-05-24","Ward's Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1770",1770,"2009-05-25","Ward's Island Beach",NA,"NW",NA,"N/A",NA,11.3,30,"LOW","Clear green, Semi-cloudy",NA
"1771",1771,"2009-05-26","Ward's Island Beach",24,"E",13,"No",0,NA,NA,"None","None",NA
"1772",1772,"2009-05-27","Ward's Island Beach",NA,"NE",17,"Yes",12,8.8,80,"LOW","Cloudy",NA
"1773",1773,"2009-05-28","Ward's Island Beach",NA,"E",17,"Yes",14,NA,NA,"None","None",NA
"1774",1774,"2009-05-29","Ward's Island Beach",NA,"W",18,"Yes",3,NA,NA,"None","None",NA
"1775",1775,"2009-05-30","Ward's Island Beach",NA,"SW",17,"Yes",2,9.6,28,"LOW","Clear, sandy",NA
"1776",1776,"2009-05-31","Ward's Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1777",1777,"2009-06-01","Ward's Island Beach",NA,"E",14,"Yes",NA,11.1,140,"NONE","Clear green/brown",NA
"1778",1778,"2009-06-02","Ward's Island Beach",NA,"N",21,"Yes",NA,11.2,44,"LOW","Clear",NA
"1779",1779,"2009-06-03","Ward's Island Beach",NA,"N",12,"No",NA,11.6,60,"LOW","Clear",NA
"1780",1780,"2009-06-04","Ward's Island Beach",NA,"W",16,"No",NA,13.1,NA,"LOW","Clear",NA
"1781",1781,"2009-06-05","Ward's Island Beach",NA,"E",22,"No",NA,13.5,150,"MOD","Murky",NA
"1782",1782,"2009-06-06","Ward's Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1783",1783,"2009-06-07","Ward's Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1784",1784,"2009-06-08","Ward's Island Beach",NA,"E",15,"Yes",10,12.3,58,"MOD","dark green, cloudy",NA
"1785",1785,"2009-06-09","Ward's Island Beach",NA,"SW",16,"Yes",0,12.6,100,"MOD","Clear",NA
"1786",1786,"2009-06-10","Ward's Island Beach",NA,"NW",14,"No",NA,12,100,"LOW","Clear to murky",NA
"1787",1787,"2009-06-11","Ward's Island Beach",NA,"N",14,"No",6,14.3,35,"LOW","green, clean",NA
"1788",1788,"2009-06-12","Ward's Island Beach",NA,"N",14,"N/A",3,15.1,80,"LOW","Murky, brown, lots of gulls at 16E",NA
"1789",1789,"2009-06-13","Ward's Island Beach",NA,"NW",16,"No",0,14.2,NA,"LOW","Clear",NA
"1790",1790,"2009-06-14","Ward's Island Beach",NA,"NW",25,"No",NA,15.3,50,"LOW","Clear and green algae",NA
"1791",1791,"2009-06-15","Ward's Island Beach",5,"E",24,"Yes",0,17.3,30,"LOW","Clear",NA
"1792",1792,"2009-06-16","Ward's Island Beach",NA,"NE",18,"No",NA,17,30,"MOD","Clear",NA
"1793",1793,"2009-06-17","Ward's Island Beach",NA,"SE",14,"No",9,15.8,40,"HIGH","cloudy light green",NA
"1794",1794,"2009-06-18","Ward's Island Beach",NA,"None",NA,"N/A",1,NA,NA,"None","None",NA
"1795",1795,"2009-06-19","Ward's Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1796",1796,"2008-08-19","Ward's Island Beach",NA,"NE",17,"Yes",NA,17.5,NA,"LOW","clear",NA
"1797",1797,"2008-08-20","Ward's Island Beach",NA,"SE",23,"No",NA,16.5,303,"LOW","murky green",NA
"1798",1798,"2008-08-21","Ward's Island Beach",NA,"SE",18,"No",NA,17.4,3,"MOD","murky",NA
"1799",1799,"2008-08-22","Ward's Island Beach",NA,"E",24,"No",NA,19,NA,"LOW","clear",NA
"1800",1800,"2008-08-23","Ward's Island Beach",NA,"SW",22,"No",NA,19.2,40,"LOW","murky green",NA
"1801",1801,"2008-08-24","Ward's Island Beach",NA,"NW",26,"No",NA,18.6,40,"LOW","clear",NA
"1802",1802,"2008-08-25","Ward's Island Beach",NA,"W",17,"Yes",0,19.7,5,"LOW","sandy to cloudy",NA
"1803",1803,"2008-08-26","Ward's Island Beach",NA,"None",24,"No",NA,19.6,6,"LOW","None",NA
"1804",1804,"2008-08-27","Ward's Island Beach",NA,"NE",19,"No",NA,NA,NA,"None","None",NA
"1805",1805,"2008-08-28","Ward's Island Beach",NA,"None",NA,"N/A",3,NA,NA,"None","None",NA
"1806",1806,"2008-08-29","Ward's Island Beach",NA,"None",NA,"N/A",3,NA,NA,"None","None",NA
"1807",1807,"2008-08-30","Ward's Island Beach",NA,"SW",28,"No",NA,20.6,12,"NONE","clear",NA
"1808",1808,"2008-08-31","Ward's Island Beach",NA,"None",29,"No",NA,21.2,NA,"NONE","clear green",NA
"1809",1809,"2008-09-01","Ward's Island Beach",NA,"SE",30,"No",NA,21.8,NA,"NONE","clear",NA
"1810",1810,"2008-09-02","Ward's Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1811",1811,"2008-09-03","Ward's Island Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1812",1812,"2008-09-04","Ward's Island Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1813",1813,"2008-09-05","Ward's Island Beach",NA,"None",NA,"N/A",2,NA,NA,"None","None",NA
"1814",1814,"2008-09-06","Ward's Island Beach",NA,"None",NA,"N/A",3,NA,NA,"None","None",NA
"1815",1815,"2008-09-07","Ward's Island Beach",NA,"None",NA,"N/A",7,NA,NA,"None","None",NA
"1816",1816,"2008-09-08","Ward's Island Beach",NA,"None",NA,"N/A",5,NA,NA,"None","None",NA
"1817",1817,"2009-07-16","Cherry Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1818",1818,"2009-07-17","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1819",1819,"2009-07-18","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1820",1820,"2009-07-19","Cherry Beach",NA,"None",NA,"N/A",1,NA,NA,"None","None",NA
"1821",1821,"2009-07-20","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1822",1822,"2009-07-21","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1823",1823,"2009-07-22","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1824",1824,"2009-07-23","Cherry Beach",NA,"None",NA,"N/A",36,NA,NA,"None","None",NA
"1825",1825,"2009-07-24","Cherry Beach",NA,"None",NA,"N/A",13,NA,NA,"None","None",NA
"1826",1826,"2009-07-25","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1827",1827,"2009-07-26","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1828",1828,"2009-07-27","Cherry Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1829",1829,"2009-07-28","Cherry Beach",NA,"None",NA,"N/A",2,NA,NA,"None","None",NA
"1830",1830,"2009-07-29","Cherry Beach",NA,"None",17,"Yes",NA,NA,NA,"None","None",NA
"1831",1831,"2009-07-30","Cherry Beach",NA,"None",NA,"N/A",NA,20,45,"LOW","Clear",NA
"1832",1832,"2009-07-31","Cherry Beach",NA,"SW",24,"No",NA,18.2,15,"LOW","Clear",NA
"1833",1833,"2009-08-01","Cherry Beach",NA,"NE",22,"No",NA,21,10,"LOW","clear",NA
"1834",1834,"2009-08-02","Cherry Beach",NA,"None",23,"No",NA,NA,NA,"None","None",NA
"1835",1835,"2009-08-03","Cherry Beach",NA,"SW",19,"No",NA,20.9,4,"LOW","clear",NA
"1836",1836,"2009-08-04","Cherry Beach",NA,"None",23,"N/A",34,20.9,20,"MOD","murky",NA
"1837",1837,"2009-08-05","Cherry Beach",NA,"None",NA,"Yes",0,19.5,300,"LOW","clear",NA
"1838",1838,"2009-08-06","Cherry Beach",NA,"None",NA,"N/A",NA,20.1,23,"LOW","clear",NA
"1839",1839,"2009-08-07","Cherry Beach",NA,"None",NA,"N/A",NA,18.7,20,"LOW","clear",NA
"1840",1840,"2009-08-08","Cherry Beach",NA,"None",NA,"N/A",2,NA,NA,"None","None",NA
"1841",1841,"2009-08-09","Cherry Beach",9,"None",21,"N/A",23,19.2,69,"LOW","clear",NA
"1842",1842,"2009-08-10","Cherry Beach",NA,"None",NA,"N/A",1,18.4,10,"LOW","clear",NA
"1843",1843,"2009-08-11","Cherry Beach",NA,"None",NA,"N/A",12,19.8,30,"LOW","None",NA
"1844",1844,"2009-08-12","Cherry Beach",10,"None",23,"Yes",NA,20.6,40,"LOW","clear algae",NA
"1845",1845,"2009-08-13","Cherry Beach",10,"None",25,"N/A",NA,22,5,"LOW","clear",NA
"1846",1846,"2009-08-14","Cherry Beach",9,"None",24,"No",NA,22.4,10,"LOW","clear",NA
"1847",1847,"2009-08-15","Cherry Beach",NA,"None",NA,"N/A",NA,24,26,"LOW","very clear",NA
"1848",1848,"2009-08-16","Cherry Beach",NA,"None",NA,"N/A",NA,23.8,5,"LOW","really very clear!!!",NA
"1849",1849,"2009-08-17","Cherry Beach",20,"SW",30,"No",NA,24.8,NA,"LOW","clear",NA
"1850",1850,"2009-08-18","Cherry Beach",25,"None",27,"No",1,25,15,"MOD","murky with algae",NA
"1851",1851,"2009-08-19","Cherry Beach",NA,"W",26,"N/A",NA,24.8,40,"LOW","clear",NA
"1852",1852,"2009-08-20","Cherry Beach",15,"None",26,"Yes",29,20,40,"MOD","murky, some debris",NA
"1853",1853,"2009-08-21","Cherry Beach",NA,"S",27,"Yes",NA,22.9,24,"MOD","clear",NA
"1854",1854,"2009-08-22","Cherry Beach",5,"None",24,"N/A",NA,23.2,40,"LOW","clear",NA
"1855",1855,"2009-08-23","Cherry Beach",NA,"None",23,"Yes",NA,21.5,20,"LOW","clear",NA
"1856",1856,"2009-08-24","Cherry Beach",NA,"None",22,"No",NA,20.1,30,"LOW","clear",NA
"1857",1857,"2009-08-25","Cherry Beach",10,"None",23,"N/A",NA,21.2,30,"LOW","clear",NA
"1858",1858,"2009-08-26","Cherry Beach",NA,"None",NA,"N/A",7,21.4,30,"LOW","clear",NA
"1859",1859,"2009-08-27","Cherry Beach",9,"None",20,"N/A",0,19.5,30,"LOW","clear",NA
"1860",1860,"2009-08-28","Cherry Beach",25,"None",20,"No",12,NA,40,"MOD","clear",NA
"1861",1861,"2009-08-29","Cherry Beach",NA,"SW",17,"N/A",19,18.5,25,"MOD","clear",NA
"1862",1862,"2009-08-30","Cherry Beach",NA,"NW",15,"N/A",NA,19,50,"LOW","murky",NA
"1863",1863,"2009-08-31","Cherry Beach",NA,"None",NA,"N/A",0,18.5,40,"LOW","clear",NA
"1864",1864,"2009-09-01","Cherry Beach",NA,"NW",18,"No",NA,19.4,30,"LOW","clear",NA
"1865",1865,"2009-09-02","Cherry Beach",NA,"None",20,"No",NA,20,10,"LOW","clear",NA
"1866",1866,"2009-09-03","Cherry Beach",10,"None",21,"No",NA,20.2,50,"LOW","clear",NA
"1867",1867,"2009-09-04","Cherry Beach",10,"None",20,"No",NA,20,50,"LOW","clear",NA
"1868",1868,"2009-09-05","Cherry Beach",NA,"None",24,"No",NA,20.6,45,"LOW","clear",NA
"1869",1869,"2009-09-06","Cherry Beach",NA,"None",22,"No",NA,20.8,30,"LOW","clear",NA
"1870",1870,"2009-09-07","Cherry Beach",NA,"None",25,"No",NA,20.6,25,"LOW","clear",NA
"1871",1871,"2008-05-24","Sunnyside Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1872",1872,"2008-05-25","Sunnyside Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1873",1873,"2008-05-26","Sunnyside Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1874",1874,"2008-05-27","Sunnyside Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1875",1875,"2008-05-28","Sunnyside Beach",NA,"None",NA,"N/A",NA,NA,NA,"None","None",NA
"1876",1876,"2008-05-29","Sunnyside Beach",NA,"None",NA,"N/A",0,NA,NA,"None","None",NA
"1877",1877,"2008-05-30","Sunnyside Beach",NA,"None",NA,"N/A",3,NA,NA,"None","None",NA
"1878",1878,"2008-05-31","Sunnyside Beach",NA,"NW",NA,"Yes",4,9.8,80,"NONE","clear with algae and wood debris from rain",NA
"1879",1879,"2008-06-01","Sunnyside Beach",NA,"SW",NA,"Yes",NA,8.6,45,"MOD","dark green and cloudy",NA
"1880",1880,"2008-06-02","Sunnyside Beach",NA,"W",17,"Yes",NA,9.3,65,"NONE","Clear with algae pockets",NA
"1881",1881,"2008-06-03","Sunnyside Beach",NA,"S",17,"Yes",NA,10.2,35,"LOW","Clear, green",NA
"1882",1882,"2008-06-04","Sunnyside Beach",NA,"NE",16,"Yes",NA,NA,NA,"MOD","Clear",NA
"1883",1883,"2008-06-05","Sunnyside Beach",NA,"SE",14,"No",NA,12,90,"LOW","Turbid, brown, murky",NA
