"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation"
"1143","2018-03-07T08:33:43","2018-03-07T08:37:00","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,10000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","49 - Other Appliances","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1144","2018-05-25T04:37:01","2018-05-25T04:44:25","64 - Porch or Balcony",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire"
"1145","2018-03-11T18:13:09","2018-03-11T18:17:44","64 - Porch or Balcony",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire"
"1146","2018-03-12T12:25:53","2018-03-12T12:29:31","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,10000,"1 - Confined to object of origin","2 - No Fire alarm system","55 - Candle","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"1147","2018-05-26T06:48:26","2018-05-26T06:51:52","21 - Living Area (e.g. living, TV, recreation, etc)",0,4e+05,"4 - Spread beyond room of origin, same floor","2 - No Fire alarm system","29 - Extension Cord, Temporary Wiring","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"1148","2018-05-26T19:49:47","2018-05-26T19:54:23","24 - Cooking Area or Kitchen",0,6000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1149","2018-04-05T04:48:22","2018-04-05T04:52:41","21 - Living Area (e.g. living, TV, recreation, etc)",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"1150","2018-04-05T09:58:23","2018-04-05T10:03:17","24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","13 - Microwave","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"1151","2018-04-07T02:05:13","2018-04-07T02:09:22","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,1e+05,"3 - Spread to entire room of origin","2 - No Fire alarm system","76 - Lighters (open flame)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"1152","2018-04-07T18:34:13","2018-04-07T18:38:02","64 - Porch or Balcony",0,20000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present"
"1153","2018-04-07T20:08:07","2018-04-07T20:12:07","78 - Attached Deck",0,2000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","14 - Open Fired Barbeque - Fixed or Portable","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"1154","2018-06-17T13:50:08","2018-06-17T13:54:28","64 - Porch or Balcony",0,125000,"9 - Confined to roof/exterior structure","2 - No Fire alarm system","14 - Open Fired Barbeque - Fixed or Portable","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1155","2018-06-17T14:05:43","2018-06-17T14:12:48","62 - Roof",0,50000,"11 - Spread beyond building of origin, resulted in exposure fire(s)","2 - No Fire alarm system","49 - Other Appliances","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"1156","2018-06-17T15:53:10","2018-06-17T15:59:57","27 - Laundry Area",0,0,"1 - Confined to object of origin","2 - No Fire alarm system","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1157","2018-04-09T15:41:38","2018-04-09T15:46:07","24 - Cooking Area or Kitchen",1,5e+05,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1158","2018-04-10T00:38:22","2018-04-10T00:44:35","21 - Living Area (e.g. living, TV, recreation, etc)",2,20000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","2 - Did not activate: remote from fire"
"1159","2018-04-10T03:23:18","2018-04-10T03:28:23","23 - Dining or Beverage Area (inc mess, canteen, lunchroom, cafeteria",0,150,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"1160","2018-04-10T13:19:57","2018-04-10T13:25:41","64 - Porch or Balcony",0,300,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire"
"1161","2018-04-12T04:32:16","2018-04-12T04:36:51","11 - Lobby, Entranceway",0,50000,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","77 - Matches or Lighters (unable to distinguish)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1162","2018-04-12T11:12:53","2018-04-12T11:16:15","51 - Elevator (includes shaft)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","84 - Other Mechanical","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"1163","2018-04-12T17:29:47","2018-04-12T17:32:37","24 - Cooking Area or Kitchen",1,20000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","55 - Candle","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"1164","2018-04-13T01:31:32","2018-04-13T01:39:13","45 - Supply Storage Room (inc maintenance/office/document storage, et",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","32 - Water Heater","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1165","2018-05-28T18:39:54","2018-05-28T18:44:25","62 - Roof",0,9000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","73 - Blow Torch, Bunsen Burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1166","2018-05-28T23:19:44","2018-05-28T23:24:16","24 - Cooking Area or Kitchen",0,3000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1167","2018-01-13T21:11:34","2018-01-13T21:14:59","44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"1168","2018-03-28T12:58:20","2018-03-28T13:03:04","78 - Attached Deck",0,150000,"9 - Confined to roof/exterior structure","2 - No Fire alarm system","21 - Transformer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1169","2018-03-29T14:34:50","2018-03-29T14:38:09","25 - Washroom or Bathroom (toilet,restroom/locker room)",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1170","2018-03-29T18:04:19","2018-03-29T18:09:33","24 - Cooking Area or Kitchen",0,90000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1171","2018-03-26T11:25:01","2018-03-26T11:30:01","43 - Locker (apartment storage)",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","77 - Matches or Lighters (unable to distinguish)","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"1172","2018-03-26T11:12:34","2018-03-26T11:17:20","83 - Electrical Systems",0,100,"1 - Confined to object of origin","1 -  Fire alarm system present","30 - Other Electrical Distribution Item","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"1173","2018-03-26T13:04:35","2018-03-26T13:08:45","64 - Porch or Balcony",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"1174","2018-04-14T09:10:08","2018-04-14T09:14:22","42 - Garage",0,3000,"1 - Confined to object of origin","1 -  Fire alarm system present","81 - Vehicle - Electrical","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system"
"1175","2018-04-14T20:26:00","2018-04-14T20:32:37","44 - Trash, Rubbish Storage (inc garbage chute room, garbage/industri",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1176","2018-04-18T03:34:54","2018-04-18T03:38:54","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,25000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1177","2018-04-18T07:54:57","2018-04-18T08:01:43","24 - Cooking Area or Kitchen",0,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1178","2018-04-18T11:42:19","2018-04-18T11:45:36","62 - Roof",0,10000,"1 - Confined to object of origin","1 -  Fire alarm system present","73 - Blow Torch, Bunsen Burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1179","2018-04-19T11:22:19","2018-04-19T11:27:47","27 - Laundry Area",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","72 - Cutting/Welding Equipment","1 - Floor/suite of fire origin: No smoke alarm","3 - Did not activate: fire too small to trigger system"
"1180","2018-05-30T03:56:00","2018-05-30T03:59:59","91 - Multiple Areas of Origin",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","77 - Matches or Lighters (unable to distinguish)","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated"
"1181","2018-01-24T17:55:46","2018-01-24T18:03:30","24 - Cooking Area or Kitchen",0,50,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present"
"1182","2018-01-24T11:02:24","2018-01-24T11:06:37","24 - Cooking Area or Kitchen",1,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
"1183","2018-04-22T02:08:59","2018-04-22T02:13:58","21 - Living Area (e.g. living, TV, recreation, etc)",1,1000,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1184","2018-01-08T10:42:15","2018-01-08T10:47:23","21 - Living Area (e.g. living, TV, recreation, etc)",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire"
"1185","2018-01-09T03:44:06","2018-01-09T03:50:10","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","28 - Cord, Cable for Appliance, Electrical Articles","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present"
"1186","2018-01-10T07:00:33","2018-01-10T07:06:54","22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","51 - Incandescent Lamp - Light Bulb, Spotlight","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present"
