"","tfs_alarm_time","tfs_arrival_time","area_of_origin","civilian_casualties","estimated_dollar_loss","extent_of_fire","fire_alarm_system_presence","ignition_source","smoke_alarm_at_fire_origin","sprinkler_system_operation","time_diff"
"1038",2018-07-07 01:55:10,2018-07-07 02:01:41,"24 - Cooking Area or Kitchen",0,20000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",6.51666666666667
"1039",2018-07-07 13:51:09,2018-07-07 13:56:03,"13 - Stairway, Escalator",0,300,"1 - Confined to object of origin","1 -  Fire alarm system present","77 - Matches or Lighters (unable to distinguish)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.9
"1040",2018-07-09 14:03:55,2018-07-09 14:10:30,"24 - Cooking Area or Kitchen",1,50000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","19 - Other Cooking Items (eg Toaster, Kettle, elec frying pan)","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",6.58333333333333
"1041",2018-07-09 16:10:15,2018-07-09 16:14:29,"24 - Cooking Area or Kitchen",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",4.23333333333333
"1042",2018-08-24 16:20:06,2018-08-24 16:25:39,"62 - Roof",0,2000,"1 - Confined to object of origin","1 -  Fire alarm system present","84 - Other Mechanical","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",5.55
"1043",2018-07-12 10:44:36,2018-07-12 10:51:06,"27 - Laundry Area",0,30000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.5
"1044",2018-07-10 23:00:51,2018-07-10 23:04:49,"24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.96666666666667
"1045",2018-07-11 13:43:17,2018-07-11 13:46:31,"24 - Cooking Area or Kitchen",1,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",3.23333333333333
"1046",2018-07-11 17:36:20,2018-07-11 17:41:33,"24 - Cooking Area or Kitchen",0,2000,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.21666666666667
"1047",2018-08-11 16:17:42,2018-08-11 16:20:46,"24 - Cooking Area or Kitchen",0,5000,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",3.06666666666667
"1048",2018-06-10 00:47:47,2018-06-10 00:52:07,"58 - Ducting - Exhaust (inc cooking, fumes, etc.)",0,2000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","2 - Did not activate: remote from fire",4.33333333333333
"1049",2018-06-10 09:53:46,2018-06-10 09:57:48,"41 - Closet (eg. clothes, broom, linen closet, etc.)",0,20000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","76 - Lighters (open flame)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.03333333333333
"1050",2018-06-10 10:57:22,2018-06-10 11:02:37,"24 - Cooking Area or Kitchen",0,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.25
"1051",2018-07-14 18:24:06,2018-07-14 18:28:34,"42 - Garage",0,3000,"9 - Confined to roof/exterior structure","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.46666666666667
"1052",2018-07-15 19:42:27,2018-07-15 19:50:10,"24 - Cooking Area or Kitchen",0,50000,"3 - Spread to entire room of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",7.71666666666667
"1053",2018-06-19 22:01:52,2018-06-19 22:07:50,"24 - Cooking Area or Kitchen",0,20,"1 - Confined to object of origin","1 -  Fire alarm system present","13 - Microwave","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",5.96666666666667
"1054",2018-06-20 11:17:45,2018-06-20 11:20:29,"83 - Electrical Systems",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","26 - Terminations-Copper (incl receptacles, switches, lights)","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",2.73333333333333
"1055",2018-06-20 18:38:34,2018-06-20 18:43:32,"64 - Porch or Balcony",0,100,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","79 - Other Open Flame Tools/Smokers' Articles","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",4.96666666666667
"1056",2018-06-20 18:52:04,2018-06-20 18:57:24,"13 - Stairway, Escalator",0,5000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","96 - Chemical Reaction (eg. spontaneous combustion, etc.)","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.33333333333333
"1057",2018-06-21 11:32:09,2018-06-21 11:35:18,"78 - Attached Deck",0,3000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.15
"1058",2018-08-12 08:08:18,2018-08-12 08:11:33,"25 - Washroom or Bathroom (toilet,restroom/locker room)",0,100,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",3.25
"1059",2018-08-13 16:58:43,2018-08-13 17:01:42,"24 - Cooking Area or Kitchen",0,20000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",2.98333333333333
"1060",2018-06-22 11:20:05,2018-06-22 11:24:38,"60 - Other Building Services/Support Facilities",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","3 - Did not activate: fire too small to trigger system",4.55
"1061",2018-06-22 22:02:37,2018-06-22 22:06:47,"47 - Shipping/Receiving/Loading Platform",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","84 - Other Mechanical","3 - Floor/suite of fire origin: Smoke alarm present did not operate","2 - Did not activate: remote from fire",4.16666666666667
"1062",2018-06-23 18:08:39,2018-06-23 18:13:06,"49 - Other Storage Area",0,10000,"1 - Confined to object of origin","2 - No Fire alarm system","28 - Cord, Cable for Appliance, Electrical Articles","1 - Floor/suite of fire origin: No smoke alarm","8 - Not applicable - no sprinkler system present",4.45
"1063",2018-06-10 12:45:52,2018-06-10 12:49:40,"64 - Porch or Balcony",0,1000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.8
"1064",2018-06-10 18:43:23,2018-06-10 18:48:41,"24 - Cooking Area or Kitchen",0,500,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.3
"1065",2018-06-11 07:13:58,2018-06-11 07:20:20,"24 - Cooking Area or Kitchen",1,500,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.36666666666667
"1066",2018-06-11 10:24:56,2018-06-11 10:28:40,"24 - Cooking Area or Kitchen",0,1,"1 - Confined to object of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",3.73333333333333
"1067",2018-08-29 15:55:30,2018-08-29 16:00:36,"24 - Cooking Area or Kitchen",2,0,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.1
"1068",2018-08-29 18:39:05,2018-08-29 18:43:44,"21 - Living Area (e.g. living, TV, recreation, etc)",0,3000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","83 - Other Electrical","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",4.65
"1069",2018-06-25 20:38:00,2018-06-25 20:42:19,"24 - Cooking Area or Kitchen",0,12000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",4.31666666666667
"1070",2018-06-26 14:08:41,2018-06-26 14:12:26,"65 - Crawl Space (includes sub-structure)",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","24 - Circuit Wiring - Copper","2 - Floor/suite of fire origin: Smoke alarm present and operated","3 - Did not activate: fire too small to trigger system",3.75
"1071",2018-06-28 13:15:27,2018-06-28 13:20:59,"24 - Cooking Area or Kitchen",1,15000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.53333333333333
"1072",2018-07-18 19:13:03,2018-07-18 19:18:08,"79 - Other Outside Area",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","51 - Incandescent Lamp - Light Bulb, Spotlight","1 - Floor/suite of fire origin: No smoke alarm","3 - Did not activate: fire too small to trigger system",5.08333333333333
"1073",2018-07-20 13:49:38,2018-07-20 13:53:23,"64 - Porch or Balcony",0,200,"1 - Confined to object of origin","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",3.75
"1074",2018-07-19 08:27:09,2018-07-19 08:32:12,"24 - Cooking Area or Kitchen",0,0,"1 - Confined to object of origin","1 -  Fire alarm system present","11 - Stove, Range-top burner","3 - Floor/suite of fire origin: Smoke alarm present did not operate","8 - Not applicable - no sprinkler system present",5.05
"1075",2018-06-02 03:30:23,2018-06-02 03:34:31,"13 - Stairway, Escalator",0,300,"1 - Confined to object of origin","1 -  Fire alarm system present","77 - Matches or Lighters (unable to distinguish)","2 - Floor/suite of fire origin: Smoke alarm present and operated","2 - Did not activate: remote from fire",4.13333333333333
"1076",2018-06-02 20:45:18,2018-06-02 20:50:33,"24 - Cooking Area or Kitchen",0,2000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","12 - Oven","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",5.25
"1077",2018-06-03 01:03:53,2018-06-03 01:09:57,"24 - Cooking Area or Kitchen",0,2000,"1 - Confined to object of origin","2 - No Fire alarm system","11 - Stove, Range-top burner","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",6.06666666666667
"1078",2018-06-03 10:40:52,2018-06-03 10:44:59,"64 - Porch or Balcony",0,2500,"4 - Spread beyond room of origin, same floor","1 -  Fire alarm system present","71 - Smoker's Articles (eg. cigarettes, cigars, pipes already ignited","2 - Floor/suite of fire origin: Smoke alarm present and operated","8 - Not applicable - no sprinkler system present",4.11666666666667
"1079",2018-06-04 13:35:40,2018-06-04 13:39:33,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",0,35000,"4 - Spread beyond room of origin, same floor","2 - No Fire alarm system","55 - Candle","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present",3.88333333333333
"1080",2018-07-19 16:34:07,2018-07-19 16:37:43,"22 - Sleeping Area or Bedroom (inc. patients room, dormitory, etc)",1,10000,"2 - Confined to part of room/area of origin","1 -  Fire alarm system present","48 - Air Conditioner - Window or Room Unit","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","4 - Other reason for non activation/operation",3.6
"1081",2018-07-19 19:19:27,2018-07-19 19:21:36,"27 - Laundry Area",0,60000,"1 - Confined to object of origin","1 -  Fire alarm system present","43 - Clothes Dryer","2 - Floor/suite of fire origin: Smoke alarm present and operated","1 - Sprinkler system activated",2.15
"1082",2018-06-06 05:17:47,2018-06-06 05:23:05,"66 - Concealed Ceiling Area",0,50000,"2 - Confined to part of room/area of origin","2 - No Fire alarm system","27 - Terminations-Aluminum (incl receptables, switches, lights)","4 - Floor/suite of fire origin: Smoke alarm present, operation undetermined","8 - Not applicable - no sprinkler system present",5.3
"1083",2018-06-06 06:33:16,2018-06-06 06:38:30,"62 - Roof",0,10000,"7 - Spread to other floors, confined to building","1 -  Fire alarm system present","73 - Blow Torch, Bunsen Burner","1 - Floor/suite of fire origin: No smoke alarm","4 - Other reason for non activation/operation",5.23333333333333
